text,labs,lab_sim
it was rather pathetic that it took them over an hour to seat us.,[],0.23342738
perhaps the last reviewer (who stated she was treated with attitude) lives in a parallel universe because i have never had anything but a perfect experience at yasuda.,[],0.23299116
you will find yourself returning quite often.,[],0.23239954
a hearty two thumbs up!,[],0.23146501
"having discovered ping's on the internet, we entered with qualms but were instantly put to ease by the fish tanks that greet you as u walk in.",[],0.23127377
this is also where i was from.,[],0.23125644
"of course, it is crowded but who cares.",[],0.23089291
"ambiance and music funky, which i enjoy.",[],0.23085038
"but, they were too big for the bun.",[],0.23075448
not what i wanted to hear.,[],0.2292897
"from the street it looks very hidden, and is actually an old warehouse.",[],0.22924912
"at 6:30, we were the third party there.",[],0.22838472
don't go.,[],0.22819397
"told us to sit anywhere, and when we sat he said the table was reserved.",[],0.22805257
"we could not catch our waiter's eye, and he ignored us.",[],0.22795357
"oh right, i should probably say something nice.",[],0.22777659
but i wouldn't wanna live there.,[],0.22761013
finally!,[],0.2274886
finally!,[],0.2274886
"either that, or the editor's idea of romance must be sharing a conversation with the next table, while trying to speak louder than the traffic on 57th.",[],0.22730699
sexy.,[],0.2272761
"if just to drop in, quickly stuff yourself and jet out -- to keep their turn-over.",[],0.2270391
"then, get ripped on free box wine.",[],0.22666466
i've never been treated so rudely.,[],0.22665893
i love the atmorphere @ peep!,[],0.22538367
always busy but fast moving.,[],0.22507875
what came to our table was burned beyond recognition and stringy.,[],0.22387561
"go there on an empty stomach and leave feeling like a baby veal calf(ok bad joke), but you will see.",[],0.22355516
my entire family was horrified.,[],0.22339474
and for this i had to shell out a small fortune?,[],0.22334167
ive passed by the spot tons of times always wanting to go in.,[],0.22323151
it could have been handled better.,[],0.22311391
but too far east!,[],0.22288129
i will not be coming here at 3am again.,[],0.22273989
i could have drank 4 glasses of water and still been parched - so watch out.,[],0.22233027
"we were worried we would have trouble getting in, but somehow managed to have a short wait.",[],0.22226349
"so, again, give it a try.",[],0.2222421
overall a oh ya even though there is waiting it is deff worth it,[],0.22219516
never fails to please.,[],0.22215723
kudos haru,[],0.22214048
i would defiantly come back here again as one of my top choices.,[],0.22150016
really.,[],0.22146496
i won't go back unless someone else is footing the bill.,[],0.2211009
you guys are awesome!,[],0.22103234
nice find.,[],0.21995172
"the one up front will smile and say what can i get for you, brother?",[],0.21941842
when we walked in it seemed like it was there for 200 years.,[],0.2193788
we weren't even at our table for more than an hour total.,[],0.21843381
you have to increase the service a lot.,[],0.21729743
my first encounter happened one friday evening with a friend.,[],0.21681722
we will go back every time we are in the city.,[],0.21613678
my only problem is that you are literally sitting on top of the people next to you!,[],0.21610394
but $1 for each small piece???,[],0.21594718
i don't think i would go again.,[],0.21573871
big and gawky on the outside.,[],0.21546146
"needless to say, i'm never going back and you should be wary too.",[],0.21501581
no plans to return anytime soon.,[],0.2146887
its located in greenewich village.,[],0.21395355
my friends and i showed up on a sat.,[],0.21353145
i was glad i did.,[],0.21336314
as soon as i wake up on a saturday or sunday it is the first thing on my mind is when and how i will be getting to fried dumpling.,[],0.21253735
i pray it stays open forever.,[],0.21232148
it just wasn't thai.,[],0.21188101
"i need at least three rolls to be full, and that's at least $14.00!",[],0.21133712
there are other people waiting!,[],0.211241
and it was quick which is very important.,[],0.21110299
"when i called this morning, i didn't think i would be able to get in at 12, but i was able to get in, along with four other guests.",[],0.21072501
you guys rock.,[],0.21049917
really depends on your luck!,[],0.21049546
your money could easily be better spent elsewhere (anywhere).,[],0.210404
thius is a must for anyone who loves shabu-shabu.,[],0.21012598
"same owner as the guy who owns typhoon, which is just down the street on st. marks and 1st ave.",[],0.20984845
"after being told that our party of three would be seated in 10 minutes and watching other parties (multiples of 2 and higher) seated for 40 minutes, the three of us were squished into a small 2-person table.",[],0.20938072
several of the dim sum orders had about 6-8 pieces.,[],0.20902243
plenty of choices to make your own creation.,[],0.20898435
first of all dal bukhara rocks.,[],0.2088456
"at night, but it's hard to hear your own conversation with everyone else competing for that same luxury - the music playing in the background is also voluminous.",[],0.20882572
"it's true, you feel like your in a scene from goodfellas.",[],0.20810828
but overall i give it a 10,[],0.20784658
everyone treats you like you were part of the family.,[],0.20755671
i was there on sat.,[],0.20748779
i just read mocaramel's review and felt compelled to respond.,[],0.20735477
not worth it.,[],0.20711482
this was on a tuesday night.,[],0.20661719
i definitely will go back.,[],0.20597936
i definitely wouldn't go back.,[],0.20524482
they don't walk around with the trays of dim sum.,[],0.20401096
"when family came in he gave them apps to test their palets, and then ordered for them.",[],0.20245554
"we left, never to return.",[],0.20243752
"so, if yo really don't care who is sittingnext to you, which is about 2 inches away, i would say try it.",[],0.20190676
"whem asked, we had to ask more detailed questions so that we knew what the specials were.",[],0.20164944
"yeah the crowd can take it a bit seriously, but it shouldn't.",[],0.20147942
we were then shooed inside.,[],0.20116377
too large for just two people but nothing was left.,[],0.2009236
"still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",[],0.20051384
i drop more dollar bills here than your uncle after a weekend at scores.,[],0.20017388
it is not worth for that bucks.,[],0.19972548
and all of that won't break your bank!,[],0.19893089
is just the way it was in days gone by.,[],0.19888858
my friends and i were on vacation in ny and was referred to chance by a friend.,[],0.19799954
"i am so coming back here again, as much as i can.",[],0.19690809
"we did notice however, that some tables had what looked like pita instead of naan.",[],0.1967689
less wait time for me!,[],0.19647174
i hate this.,[],0.19582263
i plan on stopping by next week as well.,[],0.1954783
i am surprised to say the least and find such practice not worth the effort.,[],0.19521609
i must give it yon out of yon stars!,[],0.19451874
"read all the other review, they'll confirm it.",[],0.19349681
"he can't help, they're bought up so fast.",[],0.19348933
we were a group of 8 and well seved.,[],0.1928003
go only if you are already in the neighborhood and don't want to bother going farther for a better place.,[],0.19233768
i live in the neightborhood and am a regular.,[],0.1922333
so i thought why not change it up a bit.,[],0.19199778
i have been going back again and again.,[],0.1917839
bon appettite!!,[],0.19105066
unique apppetizers.,[],0.19099574
i am french and i really felt like home!!!,[],0.1901575
so rude.,[],0.19009832
i would highly recommand requesting a table by the window.,[],0.18996651
i'll keep this short.,[],0.18938994
i have never been disappointed in the red eye.,[],0.1891294
so rushing us out was absolutely unnecessary!,[],0.18880542
get the feeling they settled into a groove a while ago.,[],0.18853046
we've lived in the area for more than 8 years.,[],0.18765499
there is a real gallery of stars that have visited.,[],0.18740745
everyone was more then happy with his choices.,[],0.18687005
go inside and you won't want to leave.,[],0.18657371
would definitely go back again.,[],0.1843759
go for it!,[],0.18429567
the seats are uncomfortable if you are sitting against the wall on wooden benches.,[],0.18427284
until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating.,[],0.18379919
and we were thouroughly disapointed.,[],0.18335398
"if you wrote a bad review, it's because you don't understand what rao's is all about.",[],0.18307658
i don't live in ny but my best friend does.,[],0.18298218
on a monthly basis my friends and i get together and have a girls night out.,[],0.18234393
"however, i was there for a work dinner not long ago when my colleague from london noticed a very large waterbug on the ceiling.",[],0.18206784
"drinks got screwed up, she acted put upon.",[],0.18201283
sea has become so popular that they've let it go to their heads.,[],0.18019737
never again!,[],0.18019724
i got enough reasons to keep coming back!!!,[],0.18011947
we were not dissappointed in the least bit by this little gem.,[],0.17927946
"don't waste your time, or money!!",[],0.17897911
"this time, i prefer not to go into detail.",[],0.17891596
i'm going back.,[],0.17817543
the sandwhiches are out-of-this world!,[],0.17790927
i will definetly be going back.,[],0.17727408
"all in all, i don't see how you can go wrong.",[],0.1767513
i cannot recommend og more highly if i tried - check it out for yourself.,[],0.17518988
you are treated just like royality.,[],0.17505734
but still my date was bad,[],0.17418648
i thought i had died and gone to heaven.,[],0.17343019
everyone that has ever come here with me has become a convert and returned regularly with their own friends.,[],0.1732658
so my husband made up an excuse so we can leave.,[],0.1723641
and i could do without the cigar smoke.,[],0.17224757
"no refills on fountain drinks, though.",[],0.1716237
hmmm.,[],0.17056058
get it together.,[],0.17051445
i am a die hard peep lover.,[],0.16992635
but that is highly forgivable.,[],0.16969568
"the man that was hosting promised to save a table for our party of 7, then sat a party of 2 at the very table he was saving (mean while there were boths open all around).",[],0.16935916
"in fact, you can't miss it.",[],0.1692533
just an odd group.,[],0.1686038
old school meets new world.,[],0.16688353
they outshine hh.,[],0.16675308
over 100 different choices to create your own.,[],0.16671085
go girls!!!,[],0.16661432
probably would not go again...,[],0.1661032
it's to die for!,[],0.16564997
they never came back to refill our glasses again.,[],0.16543698
have been several times and it never dissapoints.,[],0.1644644
what more can you ask for?,[],0.16428706
i've lived in nyc all my life and had never before seen so many waterbugs in one place (except in a really bad dream).,[],0.1638601
we weren't!,[],0.1637804
"worse of all, $60 was erroneously added to our $80 bill.",[],0.16351518
want to impress?,[],0.16347899
what for?,[],0.1634391
yes you have to wait to be seated and because its small there is no waiting area and the seat at the bar was all taken.,[],0.16322377
we will definitely go back.,[],0.16320094
wont come back again for sure!,[],0.16198438
"when he finally did, he was unable to make a gin and tonic -- couldn't find tonic.",[],0.16185105
walk-ins are risky too.,[],0.1609039
save yourself the time and trouble and skip this one!,[],0.16086315
all pretty good.,[],0.16009949
"just remember, the later you go, the longer you may have to wait.",[],0.15864065
"to speak of the park side, words can not describe.",[],0.15766962
it took them 15 minutes to put water in our glasses.,[],0.15759702
"(or sister, in my case!).",[],0.15756604
enjoy!,[],0.15698045
i've been several times and am totally smitten.,[],0.15689842
suan has challenged this loyalty.,[],0.15647022
owner must have coem on this website to give himself credit.,[],0.15634021
i work around the corner and tried it with a colleague for the first time.,[],0.15553114
i only have friends.,[],0.15552509
will never be back.,[],0.15548806
moral stay away.,[],0.15523483
me and my girls will definitely go back.,[],0.15516199
arigato gozimas yuka!,[],0.15463203
they refuse to seat parties of 3 or more on weekends.,[],0.15436178
the dim sum here is only so-so.,[],0.15289451
this isn't a value joint.,[],0.15245669
i would go back.,[],0.15233596
...and that's saying a lot.,[],0.15209049
will give it another chance before i write it off.,[],0.15117125
great deal!,[],0.1499609
it appears to be the owner's first venture and it shows.,[],0.14978246
"then, if they answer the phone, you're lucky if they don't hang up on you!",[],0.14977264
i will be returning.,[],0.14914311
our first greeting when we entered was the last call is at 10:15.,[],0.14766297
molto bene!,[],0.14711791
surprisingly nothing could be further from the truth.,[],0.14663172
i'm not sure why these other reviewers are whining so much.,[],0.14596117
i've been living in the columbia university area for about 10 years with 3 kids - now in their teens.,[],0.14571309
this is the first time citysearch did't call it right.,[],0.14480223
please be aware that it's cash or amex only!,[],0.14432785
i'll be back soon.,[],0.14427862
i would just ask for no oil next time.,[],0.14343664
"aside from the bearded, courdoroy blazer professor type with the nyu student he's sleeping with that week, you see a strange mix of hipsters, frat boys, will smith types who need to be told they are black, bitter cougars who cant understand why they arent married yet....",[],0.14297041
but they do.,[],0.14238603
enjoy!!!,[],0.14233269
"when i arrived at orsay i was thrown back, in a veyr good sense.",[],0.14110641
stepped on my foot on the second time he reached over me to adjust lighting.,[],0.14033411
"this is my fourth try over a two year period, and i'm done.",[],0.14014739
"no, really.",[],0.13990542
it hits the spot every time,[],0.13652341
i recommend that you try this hidden spot which will surely blowup very soon,[],0.13639335
bravissimo !!,[],0.13616137
problem is nothing at prune is particularly memorable.,[],0.13591743
"even though it is a little loud, you don't have to yell at each other to talk.",[],0.13578993
here you get the zen feel without feeling rigid.,[],0.1352099
definitely will be back!,[],0.1349255
this is where the aforementioned line was.,[],0.13486364
the manager claimed that he could not compensate us for anything on the bill which just shows the lack of sophistication from the entire group.,[],0.13466224
they all know you.,[],0.1345868
leave the kids at home!,[],0.13437912
while i'm not sure that this happens all the time-this is the kind of treatment that buys repeat business!,[],0.13408946
we will be back.,[],0.1318812
we will be back.,[],0.1318812
please don't fool us.,[],0.13182336
i wish they would change back to what it was before.,[],0.13127169
for $600 ( the most we have ever paid) not even waving a magic wand will ever get us back for a repeat performance.,[],0.12924485
look foward to trying the ruben upon returning.,[],0.12900034
what more could you want?,[],0.12893179
look elsewhere.,[],0.12874432
the problem is just that-it is a sometimes kind of affair.,[],0.12843598
"i will definetely go back again and again, that's for sure!!!",[],0.12800902
"if celebrities make you sweat, then your in for a ride, but if your like most around these parts then you'll just yawn and wonder whats with all the hype.",[],0.12708633
that's why you have to pay more for that.,[],0.12644607
we were told that the wait was about twenty minutes and there would be no problem for our 8:00 pm curtain call.,[],0.1263255
i just do not understand what the fuss is all about.,[],0.12511903
i go back in line like three times on average until i can't walk anymore.,[],0.12442329
"when we notified him that he didn't mention the specials, he didn't apologize but let us know that we made a very good decision regardless.",[],0.12385667
i noted it was crossed off on the bill.,[],0.12238011
just go and see for yourself.,[],0.122335516
we will come back!!!,[],0.12215602
"oh yes, and if you are a fan of indian oldies film stars, there are plenty of portraits of indian actors and actresses in classic black white that adorn the walls, some of which, i would love to know where they obtained.",[],0.121547714
there was no ambiance.,[],0.12131412
ciao bella,[],0.12117982
"once you become a regular, you are treated as one.",[],0.121106975
i actually feel like i should keep it a secret.,[],0.12068142
i'm sure i'll return for a final judgement tho.,[],0.120254025
"but people from sichuan will die for it) - chongqing hot pot, chongqing was the biggest city of sichuan, now became an independent province.",[],0.120178774
will not be back.,[],0.11916397
"behind this counter, two men are squeezed in.",[],0.118955106
and there's no way out.,[],0.11844589
stay away from the latter since you won't go for seconds (hint hint).,[],0.11794975
"go, go, hurry, before everyone finds out about it.",[],0.11706569
we'd go back again,[],0.11662122
i would go back tho.,[],0.116518304
but i'd go back,[],0.116212584
it is not consistent.,[],0.1157187
"david, daytona beach, fl",[],0.11236876
"i've noticed megadeth, mr. scruff, st. germain, traditional vietnamese songs, black sabbath, jay-z, and daft punk all being played.",[],0.109996125
mizu is the japenese find in grammercy.,[],0.10928017
from an english speaking staff.,[],0.10867858
i guess the way my friends and i described it was the french colonies.,[],0.10747067
ahhh...,[],0.10745594
"it was raining, and we figured why not?",[],0.107434645
i can't wait for the nex time.,[],0.10734938
boy was i wrong!,[],0.10684041
just ignore the trendy wannabes.,[],0.10674148
"if this happens, just ask for real naan.",[],0.10592063
kalbi and nebbiolo do work together.,[],0.105697885
you will not be disapointed at all.,[],0.10390198
i was wrong.,[],0.102739
perhaps.,[],0.10109557
"i don't get it, what's so special about prune ?",[],0.1005842
i just don't understand all the hype...,[],0.09872542
"by the time we were done, it was past 1:00am.",[],0.097490184
don't look down your nose at me like that...,[],0.09722788
please save yourself the frustration.,[],0.095640905
people dress in suits or evening gowns as well as shirts jeans.,[],0.09356692
a one women show!,[],0.09354646
get over it!,[],0.09208939
"when we stumbled on leon, we thought that we had found quite the gem but, we were certainly wrong.",[],0.09162961
just wish they'd expand.,[],0.08649639
much of the time it seems like they do not care about you.,[],0.08551072
maybe tomorrow ;-),[],0.0814455
you can barely see who you are with never mind have a conversation.,[],0.07880001
less = more in their case.,[],0.07735721
you can do it here.,[],0.07683692
and that's no mean feat...,[],0.075757585
"whoever the jazz duo was, they were on point.",[],0.070664264
no thanks!!!,[],0.070603296
"looking from the outside in, one would hesitate to enter this hole in the wall (really, that's what it is).",[],0.06983507
i don't get it either.,[],0.06967332
just don't do it.,[],0.06933209
zero ambiance to boot.,[],0.06753913
chance is a joke.,[],0.06575123
won't or can't is not in the service directory.,[],0.065236345
what's the difference between the two?,[],0.043424413
"in fact, it appears he is going to go postal at any moment.",[],0.03397426
"strike up a conversation with the attorney next to you, or with the local union worker on the other side.",[],0.012013858
murray won't do it.,[],-0.0373705
