text,predictions
this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates.,"[('dinner', None), ('place', None)]"
all the nyu students love this place so it makes for a fun young atmosphere.,"[('atmosphere', None), ('nyu students', None)]"
the food here does a great service to the name (cantonese that is...).,"[('service', None), ('food', None)]"
"but, nothing stands out about the cooking.","[('cooking', None), ('food', None)]"
joya used to be a cool spot with decent food and a colorful - if not relaxed - atmosphere.,"[('spot', None), ('atmosphere', None), ('food', None)]"
"if that's a problem, go to mcdonald's and destroy your insides.","[('insides', None), ('mcdonald', None)]"
the prix fixe menu is worth every penny and you get more than enough (both in quantity and quality).,"[('prix fixe menu', None), ('quality', None), ('quantity', None)]"
i've been here 3 times for lunch and it is one of my favorites in the city.,"[('lunch', None), ('place', None)]"
"i had their eggs benedict for brunch, which were the worst in my entire life, i tried removing the hollondaise sauce completely that was how failed it was.","[('eggs benedict', None), ('hollondaise sauce', None)]"
"i work near-by, and they have the best oatmeal in the neighborhood- not a packaged or quick-cooked item.","[('item', None), ('oatmeal', None)]"
always busy but fast moving.,"[('movers', None), ('busy', None)]"
too bad the food wasn't of the same heritage.,"[('heritage', None), ('food', None)]"
"the menu looked good, except for offering the chilean sea bass, but the server does not offer up the specials that were written on the board outside.","[('server', None), ('menu', None), ('specials', None)]"
sexy.,"[('sexy', None)]"
"the food was really good, i had the onion soup and it was one of the best ever.","[('onion soup', None), ('food', None)]"
"i will have to say, this bengali fast food joint is clearly my favorite.","[('bengali fast food', None), ('joint', None)]"
i'm not picky - but it was actually gross.,"[(""i'm not picky"", None)]"
"overall, a solid restaurant and at less than $40pp (including wine), a solid deal as well.","[('wine', None), ('restaurant', None)]"
"since it literally is a complete hole in the wall, it's a bit intimidating at first, but you get over that very quickly as soon as the friendly staff welcomes you - don't hesitate to ask for help with what to get.","[('staff', None), ('wall', None)]"
"based on the reviews for dinner, this is a place i would reconsider revisiting for that, but definitely not for dim sum again.","[('dinner', None), ('dim sum', None)]"
"it costs $2 extra to turn a regular roll into an inside-out roll, but the roll more than triples in size, and that's not just from the rice.","[('rice', None), ('inside-out roll', None)]"
"even with john's and joe's around the corner, this place will make a name for itself.","[('joe', None), ('place', None)]"
"it melted in my little mouth and the perfect consistency-not too fishy, creamy, and slightly buttery.","[('consistency', None), ('food', None)]"
"when he finally did, he was unable to make a gin and tonic -- couldn't find tonic.","[('gin', None), ('tonic', None)]"
my girlfriend convinced me to go in the other night for a quick bite.,"[('bite', None), ('night', None)]"
"the dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of chinese here).","[('dishes', None), ('dim sum', None)]"
despite the untasteful previous review...,"[('review', None), ('s', None)]"
"don't judge this place prima facie, you have to try it to believe it, a home away from home for the literate heart.","[('place', None), ('heart', None)]"
"sure, everyone's got their favorite, but to know sal, is to know new york.","[('sal', None), ('new york', None)]"
i think that it is absolutely brilliant and well runned business operation.,"[('business', None), ('operation', None)]"
also they were $15 each!,"[('each', None), ('money', None)]"
"the service is ok, some of the people didn't get what they asked for.","[('service', None), ('people', None)]"
"my friends spoke so much about it for months, i finally made the time to come down ear and dine in.","[('dine', None), ('time', None)]"
if you want good authentic thai this place is not the place to go.,"[('thai', None), ('place', None)]"
i recommend getting a reservation even though we saw people seated without one.,"[('seated', None), ('reservation', None)]"
the only thing i moderately enjoyed was their grilled chicken special with edamame puree.,"[('grilled chicken special with edamame puree', None), ('food', None)]"
this is as good as neighborhood restaurants come.,"[('neighborhood', None), ('restaurants', None)]"
"if you want some roast duck, pork or chicken on rice with ginger, try them out!","[('rice with ginger', None), ('roast duck', None), ('pork', None)]"
"you order from a menu, so you leave feeling like you missed the full experience.","[('menu', None), ('experience', None)]"
one of the more authentic shanghainese restaurants in the us definitely the best in manhattan chinatown.,"[('shanghainese', None), ('manhattan chinatown', None)]"
we will go back every time we are in the city.,"[('city', None), ('wait', None)]"
we love th pink pony.,"[('pony', None), ('pink', None)]"
so eat fast and order a lot.,"[('eat', None), ('order', None)]"
staff is very accomodating.,"[('staff', None), ('staff', None)]"
i have to agree with the previous reviewer.,"[('reviewer', None), ('food', None)]"
--eat club is a roving group of nyc gluttons,"[('eat club', None), ('gluttons', None)]"
"if you were there when it first opened, give this restaurant a second chance.","[('chance', None), ('restaurant', None)]"
i went to del frisco's friday night with my boyfriend for an 8:00 reservation.,"[('reservation', None), ('friday', None)]"
"if you like sakagura but you feel it's too much, you'd better try yokocho.","[('sakagura', None), ('yokocho', None)]"
yourself a favor and have dinner here and see if you dont agree with me.,"[('dinner', None), ('dinner', None)]"
definitely a great spot for a nice occasion or date.,"[('spot', None), ('occasion', None)]"
you can't go wrong with this place.,"[('place', None), ('place', None)]"
very popular style izakaya (sake and small portion of sake-friendly dishes ).,"[('portion', None), ('style izakaya', None), ('dishes', None)]"
hurley's is like cheers where everyone knows your name and they are actually glad you came.,"[('hurley', None), ('people', None)]"
not pretentious and very economical.,[]
"the food was terrific and the service classy, attentive, without being overbearing.","[('service', None), ('food', None)]"
this is an amazing place to try some roti rolls.,"[('roti rolls', None), ('place', None)]"
fresh ingredients and everything is made to order.,"[('ingredients', None), ('order', None)]"
"we have never had any problems with charging the meal or the tip, and the food was delivered quickly, but we live only a few minutes walk from them.","[('meal', None), ('tip', None), ('food', None)]"
quick and friendly service.,"[('service', None), ('price', None)]"
authentic bistro!,"[('bistro', None), ('food', None)]"
"they are tasty, but i suggest only eating one with meat because they tend not to mesh that well with the average american digestive system.","[('meat', None), ('digestive', None)]"
somewhat pricey but what the heck.,"[('heck', None), ('pricey', None)]"
